Date,FY,Products,dia,dia group,grade,type,length,Voucher Type,Quantity,Rate,Value
4/18/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,2.53,42500,107525
4/18/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,6.48,42500,275400
4/18/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,4.18,42500,177650
4/18/2017,FY 18,25MM TATA TISCON FE500D (S),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,2.06,42500,87550
4/19/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,5.92,44200,261664
4/19/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,3.05,42200,128710
4/19/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,3.08,42200,129976
4/19/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,6.83,45238.1,308976.22
4/19/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,2.25,43809.52,98571.42
4/19/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,5.07,43333.33,219699.98
4/19/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,3.57,43333.33,154699.99
4/19/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,7.58,43333.33,328466.64
4/19/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,6.04,44500,268780
4/19/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,3.03,42500,128775
4/19/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,4.12,42500,175100
4/19/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,1.86,42500,79050
4/19/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,41750,681954.5
4/19/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,7.53,39750,299317.5
4/19/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,39750,641565
4/19/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,42750,681954.5
4/19/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,5.1,40500,206550
4/20/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,44000,681954.5
4/20/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,9.95,42500,422875
4/20/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,5.93,44200,262106
4/20/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,4.55,42200,192010
4/20/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,5.39,42200,227458
4/20/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,42700,681954.5
4/20/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,2.22,44300,98346
4/20/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,42800,681954.5
4/20/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,4.05,42300,171315
4/20/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,0.98,42300,41454
4/20/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,1.03,42300,43569
4/20/2017,FY 18,TISCON-TMT IS1786 Fe500D 8mm L 4-7m,08 MM,08 MM,500D,SHORT LENGTH,4 - 7 METER,Sales,3.19,40000,127600
4/20/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,7.13,42650,304094.5
4/20/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,2.53,42150,106639.5
4/20/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,2.14,42150,90201
4/21/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,44700,681954.5
4/21/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,4.94,44100,217854
4/21/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,5.08,42100,213868
4/21/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,2.62,45000,117900
4/21/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,1.9,43500,82650
4/21/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,2.99,43000,128570
4/21/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,43200,681954.5
4/21/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,40800,681954.5
4/21/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,5.34,40300,215202
4/21/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,11.54,40300,465062
4/21/2017,FY 18,25MM TATA TISCON FE500D (S),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,12.53,40300,504959
4/21/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,42700,681954.5
4/21/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,41500,681954.5
4/22/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,3.94,44200,174148
4/22/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,0.93,42700,39711
4/22/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,0.99,42200,41778
4/22/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,0.98,42200,41356
4/22/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,2.27,44200,100334
4/22/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,1.15,42200,48530
4/22/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,2.01,42200,84822
4/22/2017,FY 18,32MM TATA TISCON FE500D (S),32 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,42000,681954.5
4/22/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,2.97,41500,123255
4/22/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,4.04,41000,165640
4/22/2017,FY 18,25MM TATA TISCON FE500D (S),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,7.95,41000,325950
4/24/2017,FY 18,25MM TATA TISCON FE500D (S),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Credit Note,4.43,40300,-178529
4/24/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,0.41,44800,18368
4/24/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,5.82,42800,249096
4/24/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,4.68,42800,200304
4/24/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,1.16,42800,49648
4/24/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,4.07,44200,179894
4/24/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,2.02,42700,86254
4/24/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,4.09,42200,172598
4/24/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,2.97,44700,132759
4/24/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,1.02,43200,44064
4/24/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,2.08,42700,88816
4/24/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,1.4,42700,59780
4/24/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,42700,681954.5
4/24/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,44700,681954.5
4/24/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,42700,681954.5
4/24/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,3.38,42700,144326
4/24/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,6.98,44200,308516
4/24/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,2.84,42700,121268
4/24/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,3,42200,126600
4/24/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,3.05,42200,128710
4/24/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,44000,659560
4/24/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,4.81,42500,204425
4/24/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,10.61,42000,445620
4/24/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,3.9,42000,163800
4/24/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,40050,681954.5
4/24/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Credit Note,-2.97,44700,-132759
4/24/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Credit Note,-1.02,43200,-44064
4/24/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Credit Note,-2.08,42700,-88816
4/24/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Credit Note,-1.4,42700,-59780
4/25/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,4.12,44200,182104
4/25/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,8.07,42700,344589
4/25/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,2.99,45000,134550
4/25/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,2.98,43000,128140
4/25/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,1.91,43000,82130
4/25/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,2.08,43000,89440
4/25/2017,FY 18,32MM TATA TISCON FE500D (S),32 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,42000,681954.5
4/25/2017,FY 18,25MM TATA TISCON FE500D (S),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,9.4,42000,394800
4/25/2017,FY 18,32MM TATA TISCON FE500D (S),32 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,9.97,42000,418740
4/25/2017,FY 18,25MM TATA TISCON FE500D (S),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,42000,681954.5
4/25/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,40500,681954.5
4/25/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,1.45,42700,61915
4/25/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,2.06,42200,86932
4/25/2017,FY 18,25MM TATA TISCON FE500D (S),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,0.59,42200,24898
4/25/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,3.99,44200,176358
4/25/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,1.03,42700,43981
4/25/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,3.93,42200,165846
4/25/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,7.6,42200,320720
4/26/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,5.91,45000,265950
4/26/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,3.93,43000,168990
4/26/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,6.93,44400,307692
4/26/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,1.86,42900,79794
4/26/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,2,42400,84800
4/26/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,4.21,42400,178504
4/26/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,8.15,44000,358600
4/26/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,42500,681954.5
4/26/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,5.29,42000,222180
4/26/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,44700,681954.5
4/26/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,42700,681954.5
4/26/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,6.07,44200,268294
4/26/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,4.73,42200,199606
4/26/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,5.11,42200,215642
4/27/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,5.9,44200,260780
4/27/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,2.74,42700,116998
4/27/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,2.86,42200,120692
4/28/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,3.1,46700,144770
4/28/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,4.98,44700,222606
4/28/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,1.97,44700,88059
4/28/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,2.97,44500,132165
4/28/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,0.48,43000,20640
4/28/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,0.51,42500,21675
4/28/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,0.52,42500,22100
4/28/2017,FY 18,25MM TATA TISCON FE500D (S),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,2.92,42500,124100
4/28/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,4.99,44200,220558
4/28/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,2.9,42700,123830
4/28/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,3.01,42200,127022
4/28/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,4.95,42200,208890
4/28/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,11.24,43500,488940
4/28/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,4.96,42000,208320
4/28/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,2.08,41500,86320
4/28/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,7.38,41500,306270
4/28/2017,FY 18,25MM TATA TISCON FE500D (S),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,4.43,41500,183845
4/28/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,11.33,43500,492855
4/28/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,1,42500,42500
4/28/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,5.94,42500,252450
4/28/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,6.53,42500,277525
4/28/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,5.61,43000,241230
4/28/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,4.96,41500,205840
4/28/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,9.48,41000,388680
4/28/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,4,41000,164000
4/28/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,4.43,43200,191376
4/28/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,2.99,41200,123188
4/28/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,2.55,41200,105060
4/28/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,7.83,46500,364095
4/28/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,3.68,45000,165600
4/28/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,5.26,44500,234070
4/28/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,3.97,44500,176665
4/29/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,42700,681954.5
4/29/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,44700,681954.5
4/29/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,1.9,42000,79800
4/29/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,0.93,41500,38595
4/29/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,0.5,43700,21850
4/29/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,8.37,41700,349029
4/29/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,4.97,44200,219674
4/29/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,4.7,42700,200690
4/29/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,3.08,42200,129976
4/29/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,2.99,42200,126178
4/29/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,7.93,41150,326319.5
4/29/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,6.17,40650,250810.5
4/29/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,0.97,40650,39430.5
4/29/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,11.82,41150,486393
4/29/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,2.02,40650,82113
4/29/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,1.95,40650,79267.5
4/29/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,5.51,42300,233073
4/29/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,7.58,42300,320634
4/29/2017,FY 18,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,5.25,42300,222075
4/29/2017,FY 18,32MM TATA TISCON FE500D (S),32 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,12.97,42300,548631
4/29/2017,FY 18,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,44000,681954.5
4/29/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,5.95,42500,252875
4/29/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,5.5,42000,231000
4/29/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,10.59,42000,444780
4/29/2017,FY 18,25MM TATA TISCON FE500D (S),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,42300,681954.5
4/29/2017,FY 18,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales,11.81,41500,490115
4/29/2017,FY 18,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,41000,674860
4/29/2017,FY 18,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales,14.55875,40500,681954.5
